"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"02/10/2014","16,801.05","16,808.27","16,857.25","16,674.04","75.49M","-0.02%"
"01/10/2014","16,804.71","17,040.46","17,041.16","16,776.13","104.24M","-1.40%"
"30/09/2014","17,042.90","17,070.45","17,145.10","17,017.11","102.29M","-0.17%"
"29/09/2014","17,071.22","17,107.69","17,107.69","16,934.43","70.22M","-0.25%"
"26/09/2014","17,113.15","16,948.62","17,148.15","16,948.11","74.67M","0.99%"
"25/09/2014","16,945.80","17,204.86","17,204.86","16,945.80","93.52M","-1.54%"
"24/09/2014","17,210.06","17,056.64","17,226.60","17,033.93","80.53M","0.90%"
"23/09/2014","17,055.87","17,165.91","17,171.88","17,055.87","77.09M","-0.68%"
"22/09/2014","17,172.68","17,271.71","17,277.88","17,159.36","74.30M","-0.62%"
"19/09/2014","17,279.74","17,267.21","17,350.64","17,257.46","349.62M","0.08%"
"18/09/2014","17,265.99","17,163.73","17,275.37","17,163.73","85.30M","0.64%"
"17/09/2014","17,156.85","17,131.01","17,221.11","17,089.01","87.81M","0.15%"
"16/09/2014","17,131.97","17,027.16","17,167.05","16,985.55","73.20M","0.59%"
"15/09/2014","17,031.14","16,988.76","17,051.85","16,951.38","71.74M","0.26%"
"12/09/2014","16,987.51","17,044.05","17,044.05","16,937.67","82.82M","-0.36%"
"11/09/2014","17,049.00","17,057.41","17,057.41","16,983.88","63.65M","-0.12%"
"10/09/2014","17,068.71","17,016.05","17,080.27","16,974.57","76.78M","0.32%"
"09/09/2014","17,013.87","17,110.39","17,111.55","16,993.29","69.03M","-0.57%"
"08/09/2014","17,111.42","17,131.71","17,137.88","17,079.17","65.64M","-0.15%"
"05/09/2014","17,137.36","17,065.89","17,137.36","17,009.62","76.63M","0.40%"
"04/09/2014","17,069.58","17,083.61","17,161.55","17,030.12","68.12M","-0.05%"
"03/09/2014","17,078.28","17,067.24","17,151.89","17,060.21","62.77M","0.06%"
"02/09/2014","17,067.56","17,097.42","17,113.51","17,009.07","64.82M","-0.18%"
"29/08/2014","17,098.45","17,083.42","17,110.42","17,035.38","81.50M","0.11%"
"28/08/2014","17,079.57","17,119.06","17,119.06","17,018.33","51.86M","-0.25%"
"27/08/2014","17,122.01","17,111.03","17,134.60","17,090.61","61.69M","0.09%"
"26/08/2014","17,106.70","17,079.57","17,153.80","17,079.57","50.71M","0.17%"
"25/08/2014","17,076.87","17,011.81","17,124.74","17,011.81","57.40M","0.44%"
"22/08/2014","17,001.22","17,038.27","17,064.28","16,984.52","64.33M","-0.22%"
"21/08/2014","17,039.49","16,983.88","17,074.59","16,983.88","65.16M","0.36%"
"20/08/2014","16,979.13","16,910.03","16,994.89","16,896.55","61.96M","0.35%"
"19/08/2014","16,919.59","16,839.06","16,929.13","16,839.06","67.22M","0.48%"
"18/08/2014","16,838.74","16,664.45","16,840.28","16,664.45","75.67M","1.06%"
"15/08/2014","16,662.91","16,717.01","16,775.27","16,575.42","109.18M","-0.30%"
"14/08/2014","16,713.58","16,657.32","16,714.22","16,651.67","62.37M","0.37%"
"13/08/2014","16,651.80","16,567.54","16,670.29","16,567.54","66.02M","0.55%"
"12/08/2014","16,560.54","16,565.55","16,589.31","16,518.06","62.77M","-0.06%"
"11/08/2014","16,569.98","16,557.27","16,627.99","16,557.27","65.56M","0.10%"
"08/08/2014","16,553.93","16,369.68","16,556.59","16,364.22","82.42M","1.13%"
"07/08/2014","16,368.27","16,448.29","16,504.35","16,333.78","80.43M","-0.46%"
"06/08/2014","16,443.34","16,425.10","16,490.70","16,372.32","78.60M","0.08%"
"05/08/2014","16,429.47","16,559.97","16,559.97","16,369.55","76.63M","-0.84%"
"04/08/2014","16,569.28","16,493.72","16,596.22","16,447.20","76.26M","0.46%"
"01/08/2014","16,493.37","16,561.70","16,584.75","16,437.07","84.86M","-0.42%"
"31/07/2014","16,563.30","16,869.63","16,869.63","16,563.30","101.67M","-1.88%"
"30/07/2014","16,880.36","16,920.11","16,983.94","16,817.16","77.75M","-0.19%"
"29/07/2014","16,912.11","16,984.33","17,056.46","16,912.11","75.98M","-0.42%"
"28/07/2014","16,982.59","16,956.91","17,001.38","16,877.72","66.19M","0.13%"
"25/07/2014","16,960.57","17,079.50","17,082.33","16,915.65","67.29M","-0.72%"
"24/07/2014","17,083.80","17,092.02","17,119.83","17,061.07","66.39M","-0.02%"
"23/07/2014","17,086.63","17,117.01","17,121.05","17,058.05","73.44M","-0.16%"
"22/07/2014","17,113.54","17,054.97","17,133.43","17,040.13","77.96M","0.36%"
"21/07/2014","17,051.73","17,095.11","17,095.11","16,974.34","67.59M","-0.28%"
"18/07/2014","17,100.18","16,978.16","17,113.51","16,977.52","112.53M","0.73%"
"17/07/2014","16,976.81","17,133.45","17,151.56","16,966.19","99.24M","-0.94%"
"16/07/2014","17,138.20","17,061.91","17,139.35","17,061.91","111.50M","0.45%"
"15/07/2014","17,060.68","17,055.03","17,120.34","17,006.39","101.73M","0.03%"
"14/07/2014","17,055.42","16,950.93","17,088.43","16,950.93","60.57M","0.66%"
"11/07/2014","16,943.81","16,918.31","16,949.46","16,860.30","60.60M","0.17%"
"10/07/2014","16,915.07","16,980.35","16,980.35","16,805.38","67.51M","-0.42%"
"09/07/2014","16,985.61","16,916.83","16,998.95","16,913.81","67.12M","0.47%"
"08/07/2014","16,906.62","17,022.09","17,022.09","16,874.79","75.25M","-0.69%"
"07/07/2014","17,024.21","17,063.83","17,063.83","16,992.45","61.48M","-0.26%"
"03/07/2014","17,068.26","16,979.00","17,074.65","16,979.00","66.80M","0.54%"
"02/07/2014","16,976.24","16,949.71","16,986.63","16,949.71","57.84M","0.12%"
"01/07/2014","16,956.07","16,828.53","16,998.70","16,828.53","74.05M","0.77%"
"30/06/2014","16,826.60","16,852.49","16,871.27","16,801.94","90.36M","-0.15%"
"27/06/2014","16,851.84","16,846.90","16,862.73","16,773.84","137.69M","0.03%"
"26/06/2014","16,846.13","16,866.81","16,872.52","16,746.09","63.65M","-0.13%"
"25/06/2014","16,867.51","16,817.68","16,883.54","16,799.41","73.92M","0.29%"
"24/06/2014","16,818.13","16,934.62","16,969.70","16,805.23","80.22M","-0.70%"
"23/06/2014","16,937.26","16,946.50","16,954.27","16,896.09","63.64M","-0.06%"
"20/06/2014","16,947.08","16,920.62","16,978.02","16,920.62","247.35M","0.15%"
"19/06/2014","16,921.46","16,909.90","16,923.43","16,858.88","80.22M","0.09%"
"18/06/2014","16,906.62","16,806.12","16,911.41","16,755.29","73.72M","0.58%"
"17/06/2014","16,808.49","16,779.21","16,823.55","16,732.91","63.53M","0.16%"
"16/06/2014","16,781.01","16,765.56","16,802.14","16,722.86","77.90M","0.03%"
"13/06/2014","16,775.74","16,734.64","16,787.89","16,718.60","95.22M","0.25%"
"12/06/2014","16,734.19","16,840.48","16,841.57","16,703.73","72.56M","-0.65%"
"11/06/2014","16,843.88","16,943.16","16,943.16","16,821.85","61.86M","-0.60%"
"10/06/2014","16,945.92","16,940.40","16,946.34","16,897.44","64.56M","0.02%"
"09/06/2014","16,943.10","16,926.08","16,970.17","16,912.92","67.13M","0.11%"
"06/06/2014","16,924.28","16,839.64","16,924.28","16,839.64","80.53M","0.52%"
"05/06/2014","16,836.11","16,739.14","16,845.81","16,709.95","70.46M","0.59%"
"04/06/2014","16,737.53","16,720.00","16,742.91","16,673.65","65.57M","0.09%"
"03/06/2014","16,722.34","16,736.70","16,736.70","16,690.01","67.83M","-0.13%"
"02/06/2014","16,743.63","16,716.85","16,756.64","16,682.07","57.56M","0.16%"
"30/05/2014","16,717.17","16,697.33","16,721.22","16,648.85","105.19M","0.11%"
"29/05/2014","16,698.74","16,637.74","16,698.74","16,620.43","55.50M","0.39%"
"28/05/2014","16,633.18","16,674.98","16,674.98","16,620.22","62.48M","-0.25%"
"27/05/2014","16,675.50","16,607.42","16,688.69","16,607.42","80.87M","0.42%"
"23/05/2014","16,606.27","16,544.49","16,613.07","16,544.49","61.34M","0.38%"
"22/05/2014","16,543.08","16,532.74","16,565.39","16,489.61","59.25M","0.06%"
"21/05/2014","16,533.06","16,376.17","16,544.60","16,376.17","76.73M","0.97%"
"20/05/2014","16,374.31","16,511.22","16,511.22","16,341.30","75.15M","-0.83%"
"19/05/2014","16,511.86","16,490.35","16,526.26","16,442.12","82.18M","0.12%"
"16/05/2014","16,491.31","16,447.32","16,498.99","16,414.32","119.33M","0.27%"
"15/05/2014","16,446.81","16,613.52","16,622.90","16,397.46","106.62M","-1.01%"
"14/05/2014","16,613.97","16,716.08","16,717.56","16,595.00","71.97M","-0.61%"
"13/05/2014","16,715.44","16,695.92","16,735.51","16,695.92","71.34M","0.12%"
"12/05/2014","16,695.47","16,584.82","16,704.84","16,584.82","71.55M","0.68%"
"09/05/2014","16,583.34","16,551.23","16,588.77","16,498.71","75.02M","0.20%"
"08/05/2014","16,550.97","16,518.16","16,622.95","16,502.01","75.62M","0.20%"
"07/05/2014","16,518.54","16,401.66","16,522.94","16,357.35","93.87M","0.72%"
"06/05/2014","16,401.02","16,529.85","16,529.85","16,399.99","74.34M","-0.78%"
"05/05/2014","16,530.55","16,509.75","16,547.92","16,377.09","70.33M","0.11%"
"02/05/2014","16,512.89","16,562.34","16,620.06","16,488.31","78.91M","-0.28%"
"01/05/2014","16,558.87","16,580.26","16,604.79","16,525.25","75.63M","-0.13%"
"30/04/2014","16,580.84","16,534.86","16,592.28","16,510.87","92.97M","0.27%"
"29/04/2014","16,535.37","16,451.18","16,559.39","16,451.18","71.24M","0.53%"
"28/04/2014","16,448.74","16,363.20","16,500.37","16,312.66","105.51M","0.53%"
"25/04/2014","16,361.46","16,503.26","16,503.26","16,333.78","90.63M","-0.85%"
"24/04/2014","16,501.65","16,503.39","16,541.26","16,452.30","80.34M","0.00%"
"23/04/2014","16,501.65","16,513.73","16,525.99","16,477.28","76.83M","-0.08%"
"22/04/2014","16,514.37","16,449.38","16,565.71","16,449.38","84.83M","0.40%"
"21/04/2014","16,449.25","16,408.92","16,459.78","16,402.08","79.50M","0.25%"
"17/04/2014","16,408.54","16,424.14","16,460.49","16,368.14","136.19M","-0.10%"
"16/04/2014","16,424.85","16,266.23","16,424.85","16,266.23","94.65M","1.00%"
"15/04/2014","16,262.56","16,173.49","16,272.95","16,063.20","97.85M","0.55%"
"14/04/2014","16,173.24","16,028.29","16,184.76","16,028.29","90.02M","0.91%"
"11/04/2014","16,026.75","16,168.87","16,168.87","16,015.32","119.55M","-0.89%"
"10/04/2014","16,170.22","16,437.24","16,456.12","16,153.34","112.55M","-1.62%"
"09/04/2014","16,437.18","16,256.37","16,438.82","16,256.37","91.55M","1.11%"
"08/04/2014","16,256.14","16,245.16","16,296.86","16,180.28","98.51M","0.06%"
"07/04/2014","16,245.87","16,414.15","16,421.38","16,244.01","116.54M","-1.02%"
"04/04/2014","16,412.71","16,576.02","16,631.63","16,392.77","104.35M","-0.96%"
"03/04/2014","16,572.55","16,572.36","16,604.15","16,527.60","77.22M","0.00%"
"02/04/2014","16,573.00","16,532.80","16,588.19","16,506.60","78.12M","0.24%"
"01/04/2014","16,532.61","16,458.05","16,565.73","16,457.60","88.01M","0.46%"
"31/03/2014","16,457.66","16,324.22","16,480.85","16,324.22","104.51M","0.82%"
"28/03/2014","16,323.06","16,267.77","16,414.86","16,267.77","86.37M","0.36%"
"27/03/2014","16,264.23","16,268.67","16,300.94","16,191.79","93.65M","-0.03%"
"26/03/2014","16,268.99","16,370.71","16,466.04","16,268.99","92.77M","-0.60%"
"25/03/2014","16,367.88","16,279.20","16,407.18","16,279.20","89.11M","0.56%"
"24/03/2014","16,276.69","16,303.28","16,380.51","16,215.56","110.62M","-0.16%"
"21/03/2014","16,302.77","16,332.69","16,456.45","16,290.79","353.67M","-0.17%"
"20/03/2014","16,331.05","16,221.98","16,353.98","16,160.33","91.53M","0.67%"
"19/03/2014","16,222.17","16,335.71","16,363.32","16,126.29","90.11M","-0.70%"
"18/03/2014","16,336.19","16,245.93","16,369.94","16,245.93","79.15M","0.55%"
"17/03/2014","16,247.22","16,066.37","16,270.34","16,066.37","88.93M","1.13%"
"14/03/2014","16,065.67","16,106.32","16,165.05","16,046.99","85.66M","-0.27%"
"13/03/2014","16,108.89","16,341.55","16,405.07","16,084.10","86.17M","-1.41%"
"12/03/2014","16,340.08","16,350.67","16,364.74","16,260.03","77.90M","-0.07%"
"11/03/2014","16,351.25","16,419.39","16,460.33","16,325.17","78.15M","-0.41%"
"10/03/2014","16,418.68","16,453.10","16,453.10","16,334.20","68.21M","-0.21%"
"07/03/2014","16,452.72","16,424.53","16,505.70","16,398.86","80.69M","0.19%"
"06/03/2014","16,421.89","16,360.56","16,450.17","16,360.56","75.90M","0.38%"
"05/03/2014","16,360.18","16,395.88","16,406.55","16,343.96","73.98M","-0.22%"
"04/03/2014","16,395.88","16,169.32","16,419.49","16,169.32","96.12M","1.41%"
"03/03/2014","16,168.03","16,321.71","16,321.71","16,071.25","92.76M","-0.94%"
"28/02/2014","16,321.71","16,273.23","16,398.95","16,226.09","122.11M","0.30%"
"27/02/2014","16,272.65","16,197.70","16,276.28","16,159.81","97.64M","0.46%"
"26/02/2014","16,198.41","16,180.36","16,252.35","16,155.86","93.98M","0.12%"
"25/02/2014","16,179.66","16,207.34","16,254.26","16,147.25","99.47M","-0.17%"
"24/02/2014","16,207.14","16,102.27","16,300.04","16,102.27","244.58M","0.64%"
"21/02/2014","16,103.30","16,135.92","16,191.92","16,093.80","126.58M","-0.19%"
"20/02/2014","16,133.23","16,044.15","16,161.64","16,006.59","77.72M","0.58%"
"19/02/2014","16,040.56","16,126.23","16,225.72","16,031.66","80.56M","-0.56%"
"18/02/2014","16,130.40","16,153.97","16,167.33","16,107.04","91.25M","-0.15%"
"14/02/2014","16,154.39","16,018.08","16,175.55","15,985.39","84.06M","0.79%"
"13/02/2014","16,027.59","15,946.99","16,039.37","15,863.25","99.47M","0.40%"
"12/02/2014","15,963.94","15,993.04","16,036.56","15,928.75","77.31M","-0.19%"
"11/02/2014","15,994.77","15,804.17","16,027.19","15,803.40","95.93M","1.22%"
"10/02/2014","15,801.79","15,793.63","15,801.79","15,733.69","84.11M","0.05%"
"07/02/2014","15,794.08","15,630.64","15,798.51","15,625.53","105.78M","1.06%"
"06/02/2014","15,628.53","15,443.83","15,632.09","15,443.00","106.98M","1.22%"
"05/02/2014","15,440.23","15,443.00","15,478.21","15,340.69","105.13M","-0.03%"
"04/02/2014","15,445.24","15,372.93","15,481.85","15,356.62","124.11M","0.47%"
"03/02/2014","15,372.80","15,697.69","15,708.54","15,356.17","151.05M","-2.08%"
"31/01/2014","15,698.85","15,847.19","15,847.19","15,617.55","137.09M","-0.94%"
"30/01/2014","15,848.61","15,743.03","15,907.53","15,733.27","92.10M","0.70%"
"29/01/2014","15,738.79","15,927.08","15,927.08","15,708.98","109.59M","-1.19%"
"28/01/2014","15,928.56","15,840.84","15,945.89","15,840.84","89.11M","0.57%"
"27/01/2014","15,837.88","15,879.05","15,942.77","15,783.55","127.54M","-0.26%"
"24/01/2014","15,879.11","16,203.29","16,203.29","15,879.11","141.45M","-1.96%"
"23/01/2014","16,197.35","16,371.99","16,372.96","16,140.58","100.54M","-1.07%"
"22/01/2014","16,373.34","16,420.48","16,453.49","16,332.98","87.57M","-0.25%"
"21/01/2014","16,414.44","16,459.27","16,520.60","16,316.25","111.57M","-0.27%"
"17/01/2014","16,458.56","16,408.02","16,495.26","16,378.80","184.97M","0.25%"
"16/01/2014","16,417.01","16,477.70","16,477.70","16,375.56","87.37M","-0.39%"
"15/01/2014","16,481.94","16,378.03","16,505.28","16,376.78","101.13M","0.66%"
"14/01/2014","16,373.86","16,261.99","16,373.92","16,260.83","98.61M","0.71%"
"13/01/2014","16,257.94","16,434.03","16,453.13","16,240.60","111.68M","-1.09%"
"10/01/2014","16,437.05","16,453.62","16,487.65","16,379.02","85.19M","-0.05%"
"09/01/2014","16,444.76","16,471.41","16,525.35","16,378.61","83.99M","-0.11%"
"08/01/2014","16,462.74","16,527.66","16,528.88","16,416.69","103.26M","-0.41%"
"07/01/2014","16,530.94","16,429.02","16,562.32","16,429.02","81.27M","0.64%"
"06/01/2014","16,425.10","16,474.04","16,532.99","16,405.52","89.38M","-0.27%"
"03/01/2014","16,469.99","16,456.89","16,518.74","16,439.30","72.77M","0.17%"
"02/01/2014","16,441.35","16,572.17","16,573.07","16,416.49","80.96M","-0.82%"
"31/12/2013","16,576.66","16,512.38","16,588.25","16,511.48","78.76M","0.44%"
"30/12/2013","16,504.29","16,484.51","16,504.35","16,476.87","54.22M","0.16%"
"27/12/2013","16,478.41","16,486.37","16,529.01","16,461.23","47.23M","-0.01%"
"26/12/2013","16,479.88","16,370.97","16,483.00","16,370.97","50.16M","0.75%"
"24/12/2013","16,357.55","16,295.70","16,360.60","16,295.70","33.64M","0.39%"
"23/12/2013","16,294.61","16,225.25","16,318.11","16,225.25","78.93M","0.45%"
"20/12/2013","16,221.14","16,178.57","16,287.84","16,178.57","285.19M","0.26%"
"19/12/2013","16,179.08","16,162.51","16,194.72","16,121.54","94.98M","0.07%"
"18/12/2013","16,167.97","15,876.57","16,173.04","15,808.92","129.62M","1.84%"
"17/12/2013","15,875.26","15,884.06","15,917.96","15,836.45","101.49M","-0.06%"
"16/12/2013","15,884.57","15,759.60","15,930.31","15,759.60","101.47M","0.82%"
"13/12/2013","15,755.36","15,745.66","15,792.80","15,717.92","83.18M","0.10%"
"12/12/2013","15,739.43","15,844.82","15,845.11","15,703.79","105.87M","-0.66%"
"11/12/2013","15,843.53","15,970.75","15,997.22","15,827.70","107.17M","-0.81%"
"10/12/2013","15,973.13","16,024.12","16,029.06","15,969.53","79.42M","-0.33%"
"09/12/2013","16,025.53","16,019.49","16,058.40","16,015.29","91.81M","0.03%"
"06/12/2013","16,020.20","15,825.55","16,022.35","15,825.55","98.26M","1.26%"
"05/12/2013","15,821.51","15,886.50","15,896.19","15,809.37","128.08M","-0.43%"
"04/12/2013","15,889.77","15,910.51","15,960.36","15,791.29","111.18M","-0.16%"
"03/12/2013","15,914.62","16,004.72","16,004.72","15,859.68","103.91M","-0.59%"
"02/12/2013","16,008.77","16,087.12","16,098.00","15,986.23","92.59M","-0.48%"
"29/11/2013","16,086.41","16,105.16","16,174.51","16,074.14","69.19M","-0.07%"
"27/11/2013","16,097.33","16,073.37","16,107.99","16,057.34","65.73M","0.15%"
"26/11/2013","16,072.80","16,070.93","16,120.25","16,070.93","107.45M","0.00%"
"25/11/2013","16,072.54","16,072.09","16,109.63","16,055.46","94.04M","0.05%"
"22/11/2013","16,064.77","16,008.71","16,068.78","15,976.27","81.00M","0.34%"
"21/11/2013","16,009.99","15,908.07","16,016.04","15,908.07","79.00M","0.69%"
"20/11/2013","15,900.82","15,971.20","16,016.85","15,865.37","84.35M","-0.41%"
"19/11/2013","15,967.03","15,974.06","16,025.85","15,943.78","84.57M","-0.06%"
"18/11/2013","15,976.02","15,962.72","16,030.28","15,942.17","94.86M","0.09%"
"15/11/2013","15,961.70","15,876.16","15,962.98","15,875.90","126.46M","0.54%"
"14/11/2013","15,876.22","15,806.22","15,884.99","15,798.74","123.86M","0.35%"
"13/11/2013","15,821.63","15,739.50","15,822.98","15,672.00","92.45M","0.45%"
"12/11/2013","15,750.67","15,773.15","15,793.38","15,708.29","79.26M","-0.21%"
"11/11/2013","15,783.10","15,759.28","15,791.45","15,737.22","58.86M","0.14%"
"08/11/2013","15,761.78","15,591.54","15,764.29","15,579.35","102.00M","1.08%"
"07/11/2013","15,593.98","15,751.31","15,797.68","15,586.33","103.86M","-0.97%"
"06/11/2013","15,746.88","15,628.72","15,750.29","15,628.72","109.20M","0.82%"
"05/11/2013","15,618.22","15,631.22","15,651.89","15,522.18","91.89M","-0.13%"
"04/11/2013","15,639.12","15,621.20","15,658.90","15,588.48","71.20M","0.15%"
"01/11/2013","15,615.55","15,558.01","15,649.40","15,543.25","101.83M","0.45%"
"31/10/2013","15,545.75","15,619.92","15,651.86","15,544.69","114.05M","-0.47%"
"30/10/2013","15,618.76","15,680.74","15,721.00","15,574.52","79.17M","-0.39%"
"29/10/2013","15,680.35","15,572.21","15,683.08","15,572.21","86.60M","0.72%"
"28/10/2013","15,568.93","15,569.19","15,599.09","15,533.48","92.76M","-0.01%"
"25/10/2013","15,570.28","15,523.72","15,570.60","15,512.96","109.90M","0.39%"
"24/10/2013","15,509.21","15,414.87","15,528.63","15,414.13","89.24M","0.62%"
"23/10/2013","15,413.33","15,465.34","15,465.66","15,366.19","90.63M","-0.35%"
"22/10/2013","15,467.66","15,394.22","15,518.10","15,394.22","107.03M","0.49%"
"21/10/2013","15,392.20","15,401.32","15,410.18","15,362.66","93.47M","-0.05%"
"18/10/2013","15,399.65","15,371.71","15,412.97","15,321.81","156.66M","0.18%"
"17/10/2013","15,371.65","15,369.46","15,376.11","15,229.02","108.49M","-0.01%"
"16/10/2013","15,373.83","15,170.70","15,374.15","15,170.70","92.85M","1.36%"
"15/10/2013","15,168.01","15,300.30","15,301.91","15,161.33","91.44M","-0.87%"
"14/10/2013","15,301.26","15,231.33","15,309.48","15,136.38","81.42M","0.42%"
"11/10/2013","15,237.11","15,126.52","15,237.30","15,100.13","85.73M","0.73%"
"10/10/2013","15,126.07","14,806.39","15,126.07","14,806.39","106.54M","2.18%"
"09/10/2013","14,802.98","14,778.19","14,852.50","14,719.43","103.19M","0.18%"
"08/10/2013","14,776.53","14,938.04","14,938.04","14,773.47","102.69M","-1.07%"
"07/10/2013","14,936.24","15,069.30","15,069.30","14,920.83","79.62M","-0.90%"
"04/10/2013","15,072.58","14,994.68","15,083.99","14,972.33","75.10M","0.51%"
